company_name,industry
Apex Rides,Automotive
Apmc Accounting llc,Accounting
Apollo Silver Corp.,Mining & Metals
Apotex Inc.,Pharmaceutical Manufacturing
Appficiency Inc.,Information Technology and Services
Appian Capital Advisory LLP,Mining
Apple,Semiconductor Manufacturing
Apple Express Courier Ltd.,Semiconductor Manufacturing
Apple Self Storage,Logistics and Supply Chain
AppleOne Employment Services,Staffing and Recruiting
AppleOne Group Of Companies,Staffing and Recruiting
Appletree Medical Group,"Health, Wellness and Fitness"
Appliance Canada,Retail
Applied Electronics Ltd.,Broadcast Media Production and Distribution
Applied Precision 3D,Manufacturing
ApplyBoard,Internet Publishing
AppNeta,Software Development
Appnovation,Software Development
"Appraisals North Realty, Inc.",Financial Services
Approval Capital Cambridge,Financial Services
Appsense Inc.,Accounting & Advisory
"Aptose Biosciences, Inc.",Software Development
Aptum,IT Services and IT Consulting
Aptum Technologies,IT Services and IT Consulting
AQM Food and Beverage Services,Food and Beverage Manufacturing
Aqua Milano,Retail
Aquam,Retail
ARABKIR Joint Medical Centre,Retail
Broccolini,Construction
Aralez Pharmaceutical Manufacturing Inc.,Wellness and Fitness Services
Aramark,Food and Beverage Services
Aramark Canada,Food and Beverage Services
Aramark Refreshment Services,Food and Beverage Services
ARAUCO - North America,Oil and Gas
Arbor Memorial Inc.,Consumer Services
"ARC AUTOMOTIVE, INC.",Automotive
Arca Financial Group Inc.,Financial Services
Brock Innovation Group,Construction
ArcelorMittal,Manufacturing
ArcelorMittal Dofasco,Manufacturing
ArcelorMittal Tailored Blanks,Manufacturing
Arch Corporation,Insurance
Arch Insurance Group Inc.,Insurance
Archer Growth Partners,Investment Management
Archer Malmo,Advertising Services
ArcherPoint,Information Technology and Services
Architech,Architecture & Planning
architectsAlliance,Architecture & Planning
Arctic Glacier Premium Ice,Food and Beverage Manufacturing
Arctic Wolf,Computer and Network Security
Brockport Home Systems Ltd,Construction
Brook Restoration Ltd.,Construction
Arcurve Inc.,Software Development
Ardene,Retail
Ardent Assistance,Retail
Ardent Mills ULC,Food and Beverage Manufacturing
Area One Farms,Investment Management
Area Wide Protective (AWP),Utilities
BTY Group,Construction
BVGlazing Systems,Construction
Cable Ready Systems Ltd,Construction
Camino Construction,Construction
Canada Lands Company,Construction
Canada Lands Company / SociÃ©tÃ© ImmobiliÃ¨re du Canada,Construction
Argyll Bookkeeping,Accounting & Advisory
ARHT Media Inc.,Events Services
ARI,Motor Vehicle Manufacturing
Aria Comfort Systems Inc.,Mechanical or Industrial Engineering
Canadian Closets Plus Inc,Construction
Canadian Concrete Forming Ltd.,Construction
Arista Networks,Information Technology and Services
ARITA Solutions W.L.L,Accounting
Aritzia,Retail
Ariva Canada,Insurance
ARJ Investment,Investment Management
ARJ Transport,Accounting & Advisory
ArjoHuntleigh Canada,Medical Devices
Ark Capital Inc.,Financial Services
ARK Capital Ltd.,Financial Services
Arkema/Arrmaz Chemicals Co.,Semiconductor Manufacturing
ARKH Capital,Financial Services
Arko Carpentry,Financial Services
Arkshire Financial,Accounting & Advisory
Armacell,Wholesale Building Materials
Arman Financial Services Limited,Financial Services
Arman pajoohan Mohaseb,Accounting & Advisory
Canadian Standard Home Services,Construction
Armour Insurance Brokers Ltd.,Insurance
Armstrong World Industries,Motor Vehicle Manufacturing
ARO Inc.,Financial Services
Arora Professional Corporation,Accounting & Advisory
arrahmantax&accounting,Accounting & Advisory
Array Marketing,Advertising Services
Arrivals + Departures,Advertising Services
Arrow Workforce Solutions,Staffing and Recruiting
Arrowsmith Program,Education Administration Programs
Art Gallery of Burlington,Retail Art Supplies
Art Shoppe,Consumer Goods
Art With A Heart Inc.,Internet Marketplace Platforms
Artek Door (1985) Ltd,Mechanical or Industrial Engineering
Arterra Wines Canada,Beverage Manufacturing
Arthur J. Gallagher & Co.,Insurance
Arthur Lawrence,Accounting & Advisory
Canadian Turner Construction Company,Construction
Artist Choice Inc,Consumer Goods
Artistic Milliners,Consumer Goods
Arts & Leisure Tours Inc.,Hospitality
Arts North,Consumer Goods
Arts Takeover,Consumer Goods
Arturos Technical Services,Accounting & Advisory
ARTWO AI,Information Technology and Services
Arup,Medical Equipment Manufacturing
Arvind Limited,Retail Apparel and Fashion
Arya eye clinic,Accounting & Advisory
Aryaz & Associate Co,Architecture & Planning
Aryeh Capital Management,Investment Management
ARYZTA,Food and Beverage Manufacturing
Arz Fine Foods Ltd,Food and Beverage Manufacturing
Arzani Group of Companies,Accounting & Advisory
Arzani group of companies Inc.,Accounting & Advisory
ASA Alloys,Manufacturing
Asahi Refining,Mining
Ascend - York University Chapter,Non-profit Organizations
Ascend Canada,Non-profit Organizations
Ascend Leadership,Non-profit Organizations
Ascend LLP Chartered Professional Accountants,Accounting & Advisory
Ascend Partners Inc.,Telecommunications
Ascendant Resources Inc.,Mining & Metals
ASF Metals Canada Inc,Mechanical or Industrial Engineering
Ash City,Retail Apparel and Fashion
Ashani CPAs & Business Advisors,Accounting & Advisory
Canaroma Bath & Tile,Construction
"Ashish Tekriwal, CPA Professional Corporation",Accounting & Advisory
Canerector Inc.,Construction
Ashley Ann Burton,Entertainment
Ashton College,Higher Education
Ashwani Sood CPA,Accounting & Advisory
ASHWANI SOOD CPA OFFICE,Accounting & Advisory
Asian Television Network Inc,Higher Education
Asico International Trading Company,Logistics and Supply Chain
Ask a Math Tutor,Accounting & Advisory
Ask Kubeir,Legal Services
Ask Kubeir Immigration,Legal Services
ASL Distribution Services Limited,"Transportation, Logistics and Storage"
ASL Environmental Sciences,"Appliances, Electrical, and Electronics Manufacturing"
Asl Global Logistics,"Transportation, Logistics and Storage"
ASP Incorporated,Security
Aspect Retail Logistics,Logistics and Supply Chain
Aspen Pharma,Pharmaceutical Manufacturing
Aspen Pharma Group,Pharmaceutical Manufacturing
Aspen Philippines Inc.,Accounting
ASSA ABLOY Group,Wholesale Building Materials
ASSA ABLOY in Canada,Wholesale Building Materials
Assante Wealth Management,Financial Services
Assess Canada (Self-employed Accounting & Tax Consultant),Accounting & Advisory
canfitpro,Construction
Associated Hebrew Schools of Toronto,Education Administration Programs
ASSOCIATED WIRE PRODUCTS INC,Education Administration Programs
Association of Accountancy (AOA),Accounting
Association of Native Child and Family Services Agencies of Ontario (ANCFSAO),Legal Services
AST ACCOUNTING,Accounting & Advisory
AST Accounting & Tax Services,Accounting & Advisory
AST Flooring,Consumer Goods
AST Trust Company (Canada),Financial Services
CCM Group,Construction
Asteco Immigration Consulting Limited,Legal Services
Asterion Industrial Partners,Mechanical or Industrial Engineering
Astley Gilbert Limited,Printing Services
Aston Carter,Staffing and Recruiting
Aston Hill Financial Inc.,Investment Management
Aston Martin Owners Club,Automotive
ASTOUND Group,Advertising Services
Astral Mobiles,Automotive
AstraZeneca,Pharmaceutical Manufacturing
"ASUS Computer International, Canada Office",Computer Hardware Manufacturing
ASUS International,Computer Hardware Manufacturing
AT&T,Telecommunications
Atara Biotherapeutics,"Health, Wellness and Fitness"
ATB Financial,Banking
ATCO Electric,Utilities
Atec Signs,Advertising Services
Atec Signs Inc.,Advertising Services
ATF Group.,Investment Management
ATG Direct,Manufacturing
ATH Stainless,Manufacturing
Athlete Technology Group,Manufacturing
CDS - Construction Distribution & Supply,Construction
Atkinson Professional Accounting Association (APAA),Accounting & Advisory
Atkore,"Appliances, Electrical, and Electronics Manufacturing"
Atlantic Packaging Products Ltd.,Packaging and Containers Manufacturing
ATLANTIC XPRESS,Packaging and Containers Manufacturing
Atlas Cargo International Freight Forwarders,"Transportation, Logistics and Storage"
Cementation Canada Inc.,Construction
Atlas Global Healthcare,"Health, Wellness and Fitness"
ATLAS INTERNATIONAL FREIGHT FORWARDING INC CANADA,Logistics and Supply Chain
Atlas Metals,Logistics and Supply Chain
Atlas Overhead Doors Toronto,Logistics and Supply Chain
Atlas Restaurant Management Systems Inc.,Food & Beverages
Atlas Tools & Machinery,Food & Beverages
Central Canadian Glass Ltd,Construction
ATP,IT Services and IT Consulting
Cervini Painting & Decorating Ltd.,Construction
Atripco Delivery Service,Logistics and Supply Chain
Atrium Mortgage Investment Corporation,Financial Services
Atron Electro Industries Inc.,Utilities
ATS Automation,Automation Machinery Manufacturing
Attalla & Soles Consulting/Canadian Tax Solution,Accounting & Advisory
Attorney General | Procureur gÃƒÂ©nÃƒÂ©ral,Government Administration
Attorney General | Procureur gnral,Government Administration
Atura Power,Utilities
ATX Networks Corp.,Utilities
Auberge Sauvignon,Accounting & Advisory
Cesaroni Contracting Inc.,Construction
Chouinard Bros Roofing,Construction
"Audatex, a Solera company",Motor Vehicle Manufacturing
Audi Brampton,Automotive
Audi Halifax,Automotive
Audi Queensway,Automotive
Audi St-Laurent,Automotive
AudienceView,Software Development
Augimeri & Theva Prof Corp,Accounting & Advisory
August Brown,Business Consulting and Services
AUIA International Summer School,Education Administration Programs
AUROBINDO PHARMA,Medical Equipment Manufacturing
Aurora Cannabis Inc.,Cannabis
Aurora importing and distribution ltd,Logistics and Supply Chain
Aurora Microsystems,Information Technology and Services
Authentic Brands Group,Advertising Services
Auto Bella Car Sales,Automotive
Auto Careers Group,Recruiting and Staffing
auto careers group inc.,Recruiting and Staffing
Auto Depot,Automotive
Auto Shield,Automotive
"Autobahn Freight Lines, Ltd.",Automotive
AutoBrokers WorldWide,Automotive
AutoCanada,Automotive
AutoCapital Canada Inc.,Financial Services
AutoIQ Dealership Network,Automotive
Autolinx Express Inc.,Truck Transportation
Autologic Transport Inc.,Truck Transportation
Automat.ai (Acquired by Salesfloor),Automotive
Automated Logic Corporation,Software Development
Automatic Data Processing,Human Resources Services
"AutoMobility Distribution, Montreal",Automotive
Chris J Adams,Construction
AutoPlanet,Automotive
AutoPlanet Direct,Automotive
AutoritÃƒÂ©  rÃƒÂ©gionale de transport mÃƒÂ©tropolitain,Automotive
AutoTrader.ca,Advertising Services
Auvik Networks Inc.,Computer Networking Products
Auxiliary i&i Financial Services Inc.,Financial Services
Auxilium Financial Services,Financial Services
Auxly,Manufacturing
Cirka,Construction
AV Terrace Bay,Paper and Forest Product Manufacturing
Ava Window Fashions,Manufacturing
Cladco Limited,Construction
Avanade,IT Services and IT Consulting
Avand Accounting Service Inc.,Accounting & Advisory
Avanessy Accounting,Accounting & Advisory
Avante Security Inc.,Security and Investigations
Avante Security Inc. - an Avante Logixx company,Security and Investigations
Avanto,IT Services and IT Consulting
AvantSleep,IT Services and IT Consulting
Avarta Auto Solutions,Accounting & Advisory
Avaton,Security
AVENUE ROAD,Retail
Clark Construction Group,Construction
Clark Construction Management,Construction
Classic Design Construction Ltd,Construction
Avery Dennison,Motor Vehicle Manufacturing
Clearwater Structures Inc.,Construction
Coco Group of Companies,Construction
Avicanna Inc. (TSX:AVCN),Pharmaceutical Manufacturing
Avid Apparel,Pharmaceutical Manufacturing
Avida,IT Services and IT Consulting
Avidbots Corp.,Automation Machinery Manufacturing
Avigilon,Information Technology and Services
Avinash Rajani & Co.,Accounting & Advisory
Avis Budget Group,Automotive
Aviso Wealth,Financial Services
Coco Paving,Construction
Coco Paving Inc.,Construction
Coldbox Builders,Construction
AVI-SPL,Telecommunications
AVI-SPL Canada,Telecommunications
Aviva,Insurance
Aviva Canada,Insurance
Aviva Links,Insurance
Avril Supermarch Sant,Retail
Avron Distribution,Manufacturing
AVT Beckett,Mechanical or Industrial Engineering
Aware Ads Inc.,Advertising Services
Awerix Risdon CPA Professional Corporation,Advertising Services
AWGTA Ltd,Food & Beverages
AXA,Insurance
"AXA XL, a division of AXA",Insurance
Axia Real Assets,Investment Management
Axiom Group Inc,Motor Vehicle Manufacturing
Axis Auto Finance,Financial Services
Axle Plastic Inc.,Financial Services
Axsium Group,Business Consulting and Services
AyA Kitchens and Baths Ltd,Wholesale Building Materials
AZ Allied - Chartered Professional Accountants,Wholesale Building Materials
Cole Engineering Group,Construction
A-Z Tax and Accounting,Accounting & Advisory
Azad University (IAU),Higher Education
Azalea Design Co.,Marketing
Azira Corporation,Information Technology and Services
Azmon Accounting,Accounting & Advisory
Azmoon Audit Firm,Accounting & Advisory
Aztec Electrical Supply Inc.,Wholesale Building Materials
Aztex Enterprises Ltd. (AZX Sport),Printing Services
Azul Education Services,E-Learning
AZURE Magazine,Printing Services
B & G company,Accounting & Advisory
B The 1 Tax and Accounting,Accounting & Advisory
B.C. Instruments,Accounting & Advisory
B.E. Chartered Professional Accountant,Accounting & Advisory
Coles,Construction
B.L. Pahuta Public Chartered Accountant,Accounting & Advisory
B+H Architects,Architecture
B2B Bank,Banking
BA Capitol,Investment Management
BA Folding Cartons,Packaging and Containers Manufacturing
BÃ¤ckerhaus Veit Ltd.,Food and Beverage Manufacturing
BÃ©langer Construction Ltd,Civil Engineering
Babcock Canada Inc.,Defense and Space Manufacturing
Babcock International Group,Defense and Space Manufacturing
Bacardi,Beverage Manufacturing
Bacardi Canada,Beverage Manufacturing
Bacardi USA,Beverage Manufacturing
BaccOffice,Software Development
Bachusky Professional Services,Accounting & Advisory
Badal.io,IT Services and IT Consulting
Badgar,Accounting
Badger Daylighting Inc,Mechanical or Industrial Engineering
Baffinland,Mining & Metals
Baffinland Iron Mines,Mining & Metals
Bag Import and Export Enterprise,Logistics and Supply Chain
Baicorp Financial,Financial Services
Baig Accounting,Accounting & Advisory
Bailey Metal Products Limited,Wholesale Building Materials
Bajaj Tax & Financial Secret Inc.,Accounting & Advisory
Bake Sale Toronto,Food and Beverage Manufacturing
Baked by Miriam,Food and Beverage Manufacturing
Baker & Company,Legal Services
Baker McKenzie,Legal Services
Baker Tilly,Accounting & Advisory
